1,1,1,1,1,1,1,1,1,1,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2,2,2,2,2,2,2,2,2,2,2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3,3,3,3,3,3,3,3,3,3,3
1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3,1,1.2,1.4,1.6,1.8,2,2.2,2.4,2.6,2.8,3
535.98,609.66,659.1,687.46,698.84,697.36,686.57,669.38,648.03,624.2,599.12,494.59,576.96,639.65,683.32,710.16,723.01,724.72,717.94,704.9,687.44,667.01,450.68,534.43,603.12,655.92,693.6,717.78,730.5,733.83,729.72,719.88,705.77,409.58,490.64,560.53,617.69,661.96,694.06,715.28,727.12,731.11,728.71,721.24,373.03,449.38,517.61,575.87,623.46,660.52,687.73,706.09,716.74,720.85,719.53,341.24,412.09,477.08,534.38,583.01,622.71,653.77,676.78,692.55,701.97,705.92,313.82,379.03,440.05,495.16,543.3,584,617.24,643.34,662.81,676.32,684.55,290.18,349.98,406.78,459.05,505.76,546.31,580.5,608.44,630.44,646.96,658.53,269.74,324.51,377.13,426.29,471,510.64,544.91,573.76,597.35,615.98,630.04,251.98,302.17,350.8,396.77,439.21,477.48,511.22,540.29,564.74,584.76,600.61,236.47,282.51,327.42,370.29,410.33,446.95,479.77,508.58,533.36,554.19,571.26
